,track_name,track_id,artist_name,artist_id
126,Stan,772,Eminem,45
127,Mockingbird,1797,Eminem,45
128,The Monster,235732,Eminem,45
129,Lucky You,3930558,Eminem,45
130,The Ringer,3930546,Eminem,45
131,Venom,3930594,Eminem,45
132,’Till I Collapse,440,Eminem,45
133,Superman,564,Eminem,45
134,River,3350680,Eminem,45
135,Not Alike,3930563,Eminem,45
136,Berzerk,210094,Eminem,45
137,Fall,3930586,Eminem,45
138,8 Mile: B-Rabbit vs Papa Doc,49065,Eminem,45
139,Forever,147,"Drake, Kanye West, Lil Wayne & Eminem",1487427
140,Love the Way You Lie,532,Eminem,45
141,Kamikaze,3930564,Eminem,45
142,Cleanin’ Out My Closet,873,Eminem,45
143,Walk on Water,3309339,Eminem,45
144,Bad Guy,235723,Eminem,45
145,Beautiful,545,Eminem,45
146,Not Afraid,463,Eminem,45
147,When I’m Gone,1239,Eminem,45
148,The Way I Am,1197,Eminem,45
149,No Love,530,Eminem,45
150,My Name Is,68,Eminem,45
151,Headlights,235735,Eminem,45
152,Survival,204622,Eminem,45
153,Like Toy Soldiers,735,Eminem,45
154,Sing for the Moment,1010,Eminem,45
155,Greatest,3930555,Eminem,45
156,Love Game,249719,Eminem,45
157,Space Bound,561,Eminem,45
158,Unaccommodating,5180464,Eminem,45
159,Legacy,235727,Eminem,45
160,Kim,1401,Eminem,45
161,Marshall Mathers,282,Eminem,45
162,Gnat,6285862,Eminem,45
163,Kill You,773,Eminem,45
164,Criminal,554,Eminem,45
165,Guts Over Fear,505111,Eminem,45
166,Shake That,2011,Eminem,45
167,White America,1931,Eminem,45
168,I’m Back,913,Eminem,45
169,Darkness,5180442,Eminem,45
170,Believe,3350675,Eminem,45
171,Evil Twin,235736,Eminem,45
172,Stronger Than I Was,235731,Eminem,45
173,Detroit vs. Everybody,576535,Eminem,45
174,Untouchable,3350682,Eminem,45
175,8 Mile,914,Eminem,45
176,You Gon’ Learn,5180465,Eminem,45
177,Just Don’t Give a Fuck,866,Eminem,45
178,Role Model,198,Eminem,45
179,Beautiful Pain,239834,Eminem,45
180,rockstar,2942139,Post Malone,326362
181,White Iverson,698675,Post Malone,326362
182,Congratulations,2865735,Post Malone,326362
183,Psycho,2961138,Post Malone,326362
184,Sunflower,3993850,Post Malone & Swae Lee,1609233
185,I Fall Apart,2900237,Post Malone,326362
186,Circles,4759464,Post Malone,326362
187,Better Now,3646568,Post Malone,326362
188,Wow.,4179509,Post Malone,326362
189,Stay,3627785,Post Malone,326362
190,Go Flex,1868520,Post Malone,326362
191,Goodbyes,4387319,Post Malone,326362
192,Candy Paint,3007474,Post Malone,326362
193,Hollywood’s Bleeding,4839087,Post Malone,326362
194,Feeling Whitney,2900257,Post Malone,326362
195,Deja Vu,2823963,Post Malone,326362
196,Take What You Want,4839109,Post Malone,326362
197,Paranoid,3646558,Post Malone,326362
198,Over Now,3646564,Post Malone,326362
199,Too Young,1404635,Post Malone,326362
200,No Option,2900225,Post Malone,326362
201,Die For Me,4839107,Post Malone,326362
202,Rich & Sad,3646570,Post Malone,326362
203,92 Explorer,3646561,Post Malone,326362
204,Saint-Tropez,4839340,Post Malone,326362
205,Ball For Me,3646571,Post Malone,326362
206,One Right Now,7351607,Post Malone & The Weeknd,2938464
207,Spoil My Night,3646569,Post Malone,326362
208,Otherside,3646562,Post Malone,326362
209,Feel,2900174,Post Malone,326362
210,Zack and Codeine,3646566,Post Malone,326362
211,A Thousand Bad Times,4839099,Post Malone,326362
212,Leave,2900246,Post Malone,326362
213,Same Bitches,3646559,Post Malone,326362
214,Sugar Wraith,3646565,Post Malone,326362
215,Motley Crew,6962915,Post Malone,326362
216,Enemies,4839342,Post Malone,326362
217,On the Road,4839108,Post Malone,326362
218,Blame It On Me,3646560,Post Malone,326362
219,Patient,2900241,Post Malone,326362
220,Takin’ Shots,3646563,Post Malone,326362
221,Broken Whiskey Glass,2900254,Post Malone,326362
222,Staring at the Sun,4839111,Post Malone,326362
223,Big Lie,2900234,Post Malone,326362
224,I Like You (A Happier Song),7933156,Post Malone,326362
225,Allergic,4839337,Post Malone,326362
226,Chemical,9006590,Post Malone,326362
227,"Yours Truly, Austin Post",2900250,Post Malone,326362
228,I’m Gonna Be,4839110,Post Malone,326362
229,Internet,3960537,Post Malone,326362
230,Cold,2900179,Post Malone,326362
231,Money Made Me Do It,2472219,Post Malone,326362
232,Up There,2900230,Post Malone,326362
233,Fuck,2472138,Post Malone,326362
234,Reputation,7983095,Post Malone,326362
235,Myself,4839333,Post Malone,326362
236,Cooped Up,7933125,Post Malone,326362
237,What’s Up,1892993,Post Malone,326362
238,I Know,4839100,Post Malone,326362
239,Lonely,2472267,Post Malone,326362
240,Mercy,70324,Kanye West,72
241,Niggas in Paris,51899,JAY-Z & Kanye West,652275
242,Monster,1149,Kanye West,72
243,"Father Stretch My Hands, Pt. 1",2412669,Kanye West,72
244,Ultralight Beam,2413549,Kanye West,72
245,Bound 2,158615,Kanye West,72
246,Clique,87225,"Kanye West, JAY-Z & Big Sean",1950873
247,I Love It,3944360,Lil Pump & Kanye West,1572772
248,No Church in the Wild,52020,JAY-Z & Kanye West,652275
249,New Slaves,152640,Kanye West,72
250,Runaway,1295,Kanye West,72
251,Blood On the Leaves,167180,Kanye West,72
252,Black Skinhead,152933,Kanye West,72
253,Forever,147,"Drake, Kanye West, Lil Wayne & Eminem",1487427
254,No More Parties in LA,2403856,Kanye West,72
255,Famous,2412662,Kanye West,72
256,POWER,510,Kanye West,72
257,Ghost Town,3756523,Kanye West,72
258,All Mine,3720959,Kanye West,72
259,Don’t Like.1,72024,"Kanye West, Chief Keef, Pusha T, Big Sean & Jadakiss",1950932
260,Wolves,2421668,Kanye West,72
261,Gold Digger,1267,Kanye West,72
262,I Love Kanye,2422080,Kanye West,72
263,Real Friends,2403628,Kanye West,72
264,Off The Grid,6576850,Kanye West,72
265,Can’t Tell Me Nothing,848,Kanye West,72
266,Devil In a New Dress,1207,Kanye West,72
267,Gorgeous,1791,Kanye West,72
268,Saint Pablo,2428259,Kanye West,72
269,Pt. 2,2421998,Kanye West,72
270,Dark Fantasy,1660,Kanye West,72
271,Hold My Liquor,171397,Kanye West,72
272,FML,2421661,Kanye West,72
273,All of the Lights,1781,Kanye West,72
274,Waves,2412668,Kanye West,72
275,CARNIVAL,10035948,"¥$, Kanye West, Ty Dolla $ign & Rich The Kid",3859642
276,Lift Yourself,3680634,Kanye West,72
277,All Day,482233,Kanye West,72
278,Blame Game,1944,Kanye West,72
279,I Am a God,167267,Kanye West,72
280,So Appalled,1353,Kanye West,72
281,I’m In It,171400,Kanye West,72
282,Facts (Charlie Heat Version),2399676,Kanye West,72
283,Praise God,5780838,Kanye West,72
284,All Falls Down,86,Kanye West,72
285,Stronger,525,Kanye West,72
286,Hurricane,7021481,Kanye West & The Weeknd,2922696
287,Violent Crimes,3756527,Kanye West,72
288,FourFiveSeconds,690706,"Rihanna, Kanye West & Paul McCartney",1586713
289,Through the Wire,238,Kanye West,72
290,I Thought About Killing You,3756495,Kanye West,72
291,Only One,657936,Kanye West,72
292,Heartless,526,Kanye West,72
293,30 Hours,2421955,Kanye West,72
294,Flashing Lights,523,Kanye West,72
295,Yikes,3756535,Kanye West,72
296,Otis,52019,JAY-Z & Kanye West,652275
297,Jesus Walks,519,Kanye West,72
298,Homecoming,552,Kanye West,72
299,Gotta Have It,52022,JAY-Z & Kanye West,652275
300,lovely,3422526,Billie Eilish & Khalid,1444143
301,when the party’s over,3484874,Billie Eilish,615550
302,Happier Than Ever,6533253,Billie Eilish,615550
303,bad guy,4271772,Billie Eilish,615550
304,everything i wanted,5013279,Billie Eilish,615550
305,idontwannabeyouanymore,3143252,Billie Eilish,615550
306,bury a friend,4266880,Billie Eilish,615550
307,i love you,4186978,Billie Eilish,615550
308,Your Power,6749869,Billie Eilish,615550
309,wish you were gay,3256574,Billie Eilish,615550
310,No Time To Die,5173169,Billie Eilish,615550
311,ocean eyes,2403346,Billie Eilish,615550
312,Therefore I Am,6151003,Billie Eilish,615550
313,my future,5798642,Billie Eilish,615550
314,bellyache,3001600,Billie Eilish,615550
315,all the good girls go to hell,4186971,Billie Eilish,615550
316,xanny,4271764,Billie Eilish,615550
317,you should see me in a crown,3844633,Billie Eilish,615550
318,ilomilo,4271788,Billie Eilish,615550
319,COPYCAT,3143254,Billie Eilish,615550
320,listen before i go,3237820,Billie Eilish,615550
321,my strange addiction,4271787,Billie Eilish,615550
322,What Was I Made For?,9303875,Billie Eilish,615550
323,watch,3138202,Billie Eilish,615550
324,hostage,3143259,Billie Eilish,615550
325,my boy,3041924,Billie Eilish,615550
326,Six Feet Under,2800298,Billie Eilish,615550
327,Bored,3038886,Billie Eilish,615550
328,NDA,6749856,Billie Eilish,615550
329,8,4271785,Billie Eilish,615550
330,bitches broken hearts,3319759,Billie Eilish,615550
331,bad guy,4686805,Billie Eilish & Justin Bieber,1882687
332,come out and play,4105029,Billie Eilish,615550
333,Male Fantasy,6749870,Billie Eilish,615550
334,goodbye,4271789,Billie Eilish,615550
335,party favor,3143257,Billie Eilish,615550
336,Billie Bossa Nova,6749865,Billie Eilish,615550
337,6.18.18,3990793,Billie Eilish,615550
338,The 30th,8221062,Billie Eilish,615550
339,Oxytocin,6749815,Billie Eilish,615550
340,Halley’s Comet,6878434,Billie Eilish,615550
341,TV,8080976,Billie Eilish,615550
342,Getting Older,6878432,Billie Eilish,615550
343,Lost Cause,6749867,Billie Eilish,615550
344,BILLIE EILISH.,7755842,Armani White,12053
345,The End of the World,4390065,Billie Eilish,615550
346,Lo Vas A Olvidar,6367361,Billie Eilish & ROSALÍA,2556989
347,I Didn’t Change My Number,6878433,Billie Eilish,615550
348,ocean eyes (blackbear Remix),2394727,Billie Eilish,615550
349,WHEN I WAS OLDER,4213796,Billie Eilish,615550
350,GOLDWING,6749866,Billie Eilish,615550
351,Not My Responsibility,5336996,Billie Eilish,615550
352,&burn,3319054,Billie Eilish & Vince Staples,1800098
353,OverHeated,6878570,Billie Eilish,615550
354,Everybody Dies,6749859,Billie Eilish,615550
355,!!!!!!!,4271767,Billie Eilish,615550
356,ocean eyes (Astronomyy Remix),2382555,Billie Eilish,615550
357,Billie Eilish - bad guy (Türkçe Çeviri),4433162,Genius Türkçe Çeviri,569121
358,true blue,3143454,Billie Eilish,615550
359,Fingers Crossed,2855333,Billie Eilish,615550
360,SICKO MODE,3876994,Travis Scott,20185
361,goosebumps,2849767,Travis Scott,20185
362,BUTTERFLY EFFECT,3089187,Travis Scott,20185
363,HIGHEST IN THE ROOM,4497172,Travis Scott,20185
364,Antidote,2145913,Travis Scott,20185
365,STARGAZING,3648112,Travis Scott,20185
366,beibs in the trap,2849762,Travis Scott,20185
367,pick up the phone,2449376,Young Thug & Travis Scott,679586
368,90210,2290813,Travis Scott,20185
369,YOSEMITE,3876940,Travis Scott,20185
370,CAN’T SAY,3876999,Travis Scott,20185
371,FE!N,9368459,Travis Scott,20185
372,STOP TRYING TO BE GOD,3876990,Travis Scott,20185
373,through the late night,2849757,Travis Scott,20185
374,NO BYSTANDERS,3876996,Travis Scott,20185
375,Drugs You Should Try It,499870,Travis Scott,20185
376,Maria I’m Drunk,714719,Travis Scott,20185
377,3500,2027385,Travis Scott,20185
378,MELTDOWN,9368450,Travis Scott,20185
379,MY EYES,9368452,Travis Scott,20185
380,WAKE UP,3876997,Travis Scott,20185
381,the ends,2826952,Travis Scott,20185
382,CAROUSEL,3876992,Travis Scott,20185
383,SKELETONS,3876988,Travis Scott,20185
384,ASTROTHUNDER,3876941,Travis Scott,20185
385,FRANCHISE,5786497,Travis Scott,20185
386,way back,2849775,Travis Scott,20185
387,Champions,2488417,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travis Scott, Yo Gotti, Quavo & Desiigner",2189937
388,GATTI,5127280,"JACKBOYS, Pop Smoke & Travis Scott",2057734
389,Watch,3676117,Travis Scott,20185
390,Mamacita,499835,Travis Scott,20185
391,HOUSTONFORNICATION,3876938,Travis Scott,20185
392,R.I.P. SCREW,3876995,Travis Scott,20185
393,coordinate,2829213,Travis Scott,20185
394,I KNOW ?,9368442,Travis Scott,20185
395,OUT WEST,5128895,JACKBOYS & Travis Scott,2057721
396,NC-17,3876942,Travis Scott,20185
397,Pornography,2290802,Travis Scott,20185
398,Skyfall,499824,Travis Scott,20185
399,Pray 4 Love,2291102,Travis Scott,20185
400,wonderful,2399227,Travis Scott,20185
401,Nightcrawler,2290794,Travis Scott,20185
402,Big Shot,3487555,Kendrick Lamar & Travis Scott,1357230
403,first take,2849774,Travis Scott,20185
404,5% TINT,3876986,Travis Scott,20185
405,COFFEE BEAN,3876936,Travis Scott,20185
406,K-POP,9175638,Travis Scott,20185
407,sweet sweet,2849772,Travis Scott,20185
408,WHO? WHAT!,3876998,Travis Scott,20185
409,TELEKINESIS,9368456,Travis Scott,20185
410,Oh My Dis Side,2290819,Travis Scott,20185
411,Apple Pie,2290817,Travis Scott,20185
412,Dubai Shit,3386839,HUNCHO JACK,1043518
413,Don’t Play,389895,Travis Scott,20185
414,TKN,5461781,ROSALÍA & Travis Scott,2251766
415,Impossible,2290792,Travis Scott,20185
416,TOPIA TWINS,9368460,Travis Scott,20185
417,THANK GOD,9368446,Travis Scott,20185
418,MODERN JAM,9368453,Travis Scott,20185
419,lose,2712551,Travis Scott,20185
420,Lucid Dreams,3359190,Juice WRLD,1237094
421,All Girls Are the Same,3389874,Juice WRLD,1237094
422,Wishing Well,3703705,Juice WRLD,1237094
423,Robbery,3734871,Juice WRLD,1237094
424,Legends,3791143,Juice WRLD,1237094
425,Righteous,4673513,Juice WRLD,1237094
426,Bandit,4603791,Juice WRLD & YoungBoy Never Broke Again,1969011
427,Lean wit Me,3735927,Juice WRLD,1237094
428,Smile,3840488,Juice WRLD & The Weeknd,2348319
429,Wasted,3762491,Juice WRLD,1237094
430,Come & Go,4130757,Juice WRLD & Marshmello,2314163
431,Empty,4106642,Juice WRLD,1237094
432,Life’s a Mess,5741356,Juice WRLD & Halsey,2311196
433,Armed and Dangerous,3984929,Juice WRLD,1237094
434,Blood On My Jeans,4817617,Juice WRLD,1237094
435,Hate the Other Side,5214785,Juice WRLD & Marshmello,2314163
436,Cigarettes,4001989,Juice WRLD,1237094
437,Conversations,4857250,Juice WRLD,1237094
438,Ransom (Remix),4774206,Lil Tecca & Juice WRLD,2000839
439,Let Me Know (I Wonder Why Freestyle),3552980,Juice WRLD,1237094
440,moonlight,3550811,Juice WRLD,1237094
441,Juice WRLD - Unreleased Songs [Discography List],4661161,Genius Users,226635
442,Sometimes,4144494,Juice WRLD,1237094
443,GO,5288212,The Kid LAROI & Juice WRLD,2279659
444,Bad Boy,4741580,Juice WRLD & Young Thug,2425280
445,Fast,4326337,Juice WRLD,1237094
446,Roses,4135780,​benny blanco & Juice WRLD,1657667
447,Burn,5214724,Juice WRLD,1237094
448,Rich and Blind,3791689,Juice WRLD,1237094
449,Fine China,4021377,Future & Juice WRLD,1606124
450,Black & White,3734359,Juice WRLD,1237094
451,Stay High,5751443,Juice WRLD,1237094
452,Already Dead,5206726,Juice WRLD,1237094
453,autograph (on my line),3270584,Juice WRLD,1237094
454,Hear Me Calling,4346936,Juice WRLD,1237094
455,Flaws and Sins,4365057,Juice WRLD,1237094
456,Man of the Year,4683689,Juice WRLD,1237094
457,RUN,4681393,Juice WRLD,1237094
458,Tell Me U Luv Me,5205190,Juice WRLD & Trippie Redd,1596133
459,Matt Hardy 999,4380538,Trippie Redd & Juice WRLD,3419581
460,Hide,4151021,Juice WRLD,1237094
461,K (Rental),4237652,Juice WRLD,1237094
462,Scared Of Love,3737580,Juice WRLD,1237094
463,Candles,3737577,Juice WRLD,1237094
464,Girl Of My Dreams,7062311,"Juice WRLD, SUGA & BTS",2982218
465,Bad Energy,4674927,Juice WRLD,1237094
466,I’m Still,3737576,Juice WRLD,1237094
467,I’ll Be Fine,3737579,Juice WRLD,1237094
468,Used To,3737574,Juice WRLD,1237094
469,Fighting Demons,5184680,Juice WRLD,1237094
470,Feeling,4365060,Juice WRLD,1237094
471,Forever,3712723,Juice WRLD,1237094
472,Hurt Me,3516796,Juice WRLD,1237094
473,The Light,5714681,Juice WRLD,1237094
474,Titanic,5751445,Juice WRLD,1237094
475,Tim Westwood Freestyle,3812108,Juice WRLD,1237094
476,Juice WRLD Hour Freestyle of Fire Over Eminem Beats,4011764,Juice WRLD,1237094
477,My Fault ﹤/3,3306513,Juice WRLD,1237094
478,Up Up and Away,5215288,Juice WRLD,1237094
479,Starstruck,5477132,Juice WRLD,1237094
480,Believer,2970719,Imagine Dragons,29472
481,Thunder,3044373,Imagine Dragons,29472
482,Demons,109206,Imagine Dragons,29472
483,Sucker for Pain,2554106,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign",1561539
484,Whatever It Takes,3080781,Imagine Dragons,29472
485,Radioactive,98754,Imagine Dragons,29472
486,Natural,3833988,Imagine Dragons,29472
487,Bad Liar,4033354,Imagine Dragons,29472
488,Enemy,5992642,Imagine Dragons & JID,2933124
489,Radioactive (Remix),348633,Imagine Dragons,29472
490,Not Today,2463660,Imagine Dragons,29472
491,Next to Me,3524463,Imagine Dragons,29472
492,It’s Time,109198,Imagine Dragons,29472
493,Walking the Wire,3081380,Imagine Dragons,29472
494,Zero,3960047,Imagine Dragons,29472
495,On Top of the World,109209,Imagine Dragons,29472
496,Birds,4033941,Imagine Dragons,29472
497,Rise Up,3081381,Imagine Dragons,29472
498,I Don’t Know Why,3081379,Imagine Dragons,29472
499,Warriors,520879,Imagine Dragons,29472
500,Born to Be Yours,3778939,Kygo & Imagine Dragons,1500423
501,Bones,7781796,Imagine Dragons,29472
502,Follow You,6567882,Imagine Dragons,29472
503,Enemy (Solo Mix),7364963,Imagine Dragons,29472
504,I’m So Sorry,700857,Imagine Dragons,29472
505,Machine,3997973,Imagine Dragons,29472
506,I Bet My Life,555425,Imagine Dragons,29472
507,Shots,691360,Imagine Dragons,29472
508,Amsterdam,109218,Imagine Dragons,29472
509,Believer (Remix),4213761,Imagine Dragons,29472
510,Bleeding Out,110210,Imagine Dragons,29472
511,Dream,700880,Imagine Dragons,29472
512,Monster,221247,Imagine Dragons,29472
513,Polaroid,700860,Imagine Dragons,29472
514,West Coast,4033356,Imagine Dragons,29472
515,Roots,2291355,Imagine Dragons,29472
516,I’ll Make It Up to You,3081383,Imagine Dragons,29472
517,Sharks,8063711,Imagine Dragons,29472
518,Dancing in the Dark,3081389,Imagine Dragons,29472
519,Wrecked,6718243,Imagine Dragons,29472
520,Gold,638625,Imagine Dragons,29472
521,Boomerang,4033338,Imagine Dragons,29472
522,Friction,700866,Imagine Dragons,29472
523,Yesterday,3081385,Imagine Dragons,29472
524,Nothing Left to Say / Rocks,110215,Imagine Dragons,29472
525,Mouth of the River,3081387,Imagine Dragons,29472
526,Bullet in a Gun,4033351,Imagine Dragons,29472
527,Cool Out,4000150,Imagine Dragons,29472
528,Smoke and Mirrors,700852,Imagine Dragons,29472
529,Cutthroat,6567872,Imagine Dragons,29472
530,Burn Out,4033942,Imagine Dragons,29472
531,Love,4033349,Imagine Dragons,29472
532,My Life,6718257,Imagine Dragons,29472
533,Start Over,3081388,Imagine Dragons,29472
534,Lonely,6718234,Imagine Dragons,29472
535,Tiptoe,109125,Imagine Dragons,29472
536,Hear Me,110039,Imagine Dragons,29472
537,Thunder / Young Dumb & Broke (Medley),3326723,Imagine Dragons & Khalid,1263724
538,Real Life,4033295,Imagine Dragons,29472
539,Giants,6759899,Imagine Dragons,29472
540,SAD!,3430186,XXXTENTACION,396565
541,Jocelyn Flores,3185661,XXXTENTACION,396565
542,Look At Me!,2441478,XXXTENTACION,396565
543,Fuck Love,3182605,XXXTENTACION,396565
544,Revenge,3082569,XXXTENTACION,396565
545,changes,3549578,XXXTENTACION,396565
546,Moonlight,3453573,XXXTENTACION,396565
547,Everybody Dies in Their Nightmares,3206881,XXXTENTACION,396565
548,Hope,3539284,XXXTENTACION,396565
549,the remedy for a broken heart (why am I so in love),3577658,XXXTENTACION,396565
550,"I spoke to the devil in miami, he said everything would be fine",2460482,XXXTENTACION,396565
551,Falling Down,3906162,Lil Peep & XXXTENTACION,1581869
552,BAD!,3729609,XXXTENTACION,396565
553,Arms Around You,3720335,XXXTENTACION & Lil Pump,1614425
554,Riot,1783157,XXXTENTACION,396565
555,Off the Wall!,3116126,XXXTENTACION,396565
556,Carry On,3206879,XXXTENTACION,396565
557,I don’t wanna do this anymore,2865278,XXXTENTACION,396565
558,Save Me,3151455,XXXTENTACION,396565
559,$$$,3577665,XXXTENTACION & Matt Ox,1593048
560,Depression & Obsession,3182604,XXXTENTACION,396565
561,YuNg BrAtZ,2807850,XXXTENTACION,396565
562,RIP Roach,2472181,Ski Mask the Slump God & XXXTENTACION,1720171
563,infinity (888),3577662,XXXTENTACION,396565
564,WingRiddenAngel,2831211,XXXTENTACION,396565
565,Orlando,3185662,XXXTENTACION,396565
566,vice city,2843684,XXXTENTACION,396565
567,I don’t even speak spanish lol,3577666,XXXTENTACION,396565
568,A GHETTO CHRISTMAS CAROL,3361009,XXXTENTACION,396565
569,#ImSippinTeaInYoHood,2431237,XXXTENTACION,396565
570,Guardian angel,4117868,XXXTENTACION,396565
571,bad vibes forever,4880026,XXXTENTACION,396565
572,King of the Dead,2455048,XXXTENTACION,396565
